open,high,low,close,volume,vwap,timestamp,transactions,otc
516.855,530.7,514.4099,527.34,19263265.0,524.7423,2024-04-05 04:00:00,323041,
529.28,531.4899,518.89,519.25,13260579.0,523.1283,2024-04-08 04:00:00,248703,
522.23,525.87,506.74,516.9,10881445.0,515.1833,2024-04-09 04:00:00,219227,
509.29,522.5599,505.8,519.83,11418491.0,517.7612,2024-04-10 04:00:00,233325,
521.11,523.86,517.29,523.16,10369469.0,521.0361,2024-04-11 04:00:00,200577,
517.75,520.1899,509.33,511.9,11984535.0,513.3252,2024-04-12 04:00:00,213859,
516.72,518.53,497.28,500.23,13512893.0,505.0114,2024-04-15 04:00:00,252684,
498.11,504.7699,497.11,499.76,9847925.0,501.0835,2024-04-16 04:00:00,197020,
503.1,503.16,487.14,494.17,12193743.0,495.0583,2024-04-17 04:00:00,255481,
499.82,512.21,499.04,501.8,14808670.0,505.4031,2024-04-18 04:00:00,264231,
502.8,502.8,475.73,481.07,25215364.0,485.4792,2024-04-19 04:00:00,402633,
489.715,492.01,473.4,481.73,17271125.0,482.1294,2024-04-22 04:00:00,343668,
491.25,498.76,488.97,496.1,15079196.0,494.3913,2024-04-23 04:00:00,269952,
508.06,510.0,484.58,493.5,37772677.0,472.1819,2024-04-24 04:00:00,760826,
421.4,445.77,414.5,441.38,82890741.0,432.6706,2024-04-25 04:00:00,1379142,
441.46,446.44,431.96,443.29,32691443.0,440.362,2024-04-26 04:00:00,565017,
439.56,439.76,428.56,432.62,21502646.0,432.8788,2024-04-29 04:00:00,436636,
431.05,439.6199,429.72,430.17,18429496.0,433.1807,2024-04-30 04:00:00,309926,
428.6,449.96,427.11,439.19,20344947.0,439.2013,2024-05-01 04:00:00,349545,
438.84,443.96,432.28,441.68,15221322.0,439.1697,2024-05-02 04:00:00,261997,
445.93,454.17,443.85,451.96,16489057.0,450.3763,2024-05-03 04:00:00,298621,
455.58,466.16,453.34,465.68,15094627.0,460.553,2024-05-06 04:00:00,293476,
466.29,471.53,461.31,468.24,13406816.0,467.1253,2024-05-07 04:00:00,252770,
463.5,475.58,463.002,472.6,11683929.0,472.0189,2024-05-08 04:00:00,223028,
470.0,476.08,467.63,475.42,9437651.0,473.7602,2024-05-09 04:00:00,202470,
477.09,477.5,469.6,476.2,10749999.0,474.372,2024-05-10 04:00:00,211532,
